시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,설치년도,설치목적,데이터기준일자,제공기관코드,제공기관명
당동배수펌프장,경기도,파주시,경기도 파주시 문산읍 당동1로 39-65,경기도 파주시 문산읍 당동리 548,37.8604984623,126.7732393348,,2002,침수방지,2025-07-21,4060000,경기도 파주시
문산배수펌프장,경기도,파주시,경기도 파주시 문산읍 개포래로 88,경기도 파주시 문산읍 문산리 10-87,37.8569833656,126.781265973,,2000,침수방지,2025-07-21,4060000,경기도 파주시
완산 배수펌프장,경상북도,영천시,,경상북도 영천시 완산동 1269-48,35.9648087,128.9358056,054-339-7598,2003,침수방지,2025-07-21,5100000,경상북도 영천시
노리배수장,경상남도,합천군,경상남도 합천군 용주면 노리팔산길 52-31,,35.52363775,128.1189342,,2021,침수방지,2025-07-23,5480000,경상남도 합천군
해곡배수장,경상남도,합천군,경상남도 합천군 용주면 해곡길 52,,35.53424658,128.1221576,,2021,침수방지,2025-07-23,5480000,경상남도 합천군
세안골뜰간이배수장,경상남도,합천군,,경상남도 합천군 대병면 성리 1373-3,35.51681005,128.0525753,,2020,침수방지,2025-07-23,5480000,경상남도 합천군
용계 간이배수장,경상남도,합천군,,경상남도 합천군 삼가면 학리 1343,35.38721105,128.093003,,2016,침수방지,2025-07-23,5480000,경상남도 합천군
토동 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 580,35.38732414,128.1019047,,2021,침수방지,2025-07-23,5480000,경상남도 합천군
외토2 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 1351-5,35.37069685,128.0815154,,2022,침수방지,2025-07-23,5480000,경상남도 합천군
외토 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 1218-1,35.36911686,128.0894677,,2014,침수방지,2025-07-23,5480000,경상남도 합천군
오목마을 배수펌프장,경기도,의정부시,경기도 의정부시 용민로 105,경기도 의정부시 민락동 736-2,37.73975019,127.0892671,,2001,내수배제,2025-06-24,3820000,경기도 의정부시
신흥마을 배수펌프장,경기도,의정부시,,경기도 의정부시 의정부동 89-5,37.7303463,127.0470126,,2008,내수배제,2025-06-24,3820000,경기도 의정부시
호원동 간이배수펌프장,경기도,의정부시,경기도 의정부시 안말로101번길 11,경기도 의정부시 호원동 446-44,37.71496835,127.0498773,,2001,내수배제,2025-06-24,3820000,경기도 의정부시
